ROUND,AI RANK,STATE,INSTITUTE,COURSE,QUOTA,CATEGORY,FEE,STIPEND,BOND YRS,BEDS
2,7656,Delhi,"Dr Shroff's Eye Hosp,Daryaganj",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 60,000",0,56
2,7657,Rajasthan,"SMS, Jaipur",ORTHOPAEDICS,AIQ,EWS,"₹ 14,093","₹ 87,216",2,5702
2,7658,Maharashtra,"Govt Med Coll, Akola",OBG,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,1050
2,7660,Karnataka,"Belagavi IMS, Belagavi",OBG,AIQ,GEN,"₹ 1,23,400","₹ 56,250",1,1000
2,7663,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,EWS,"₹ 27,300","₹ 55,200",2,1365
2,7664,Madhya Pradesh,"Vishesh Jupiter Hosp, Indore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 75,444",0,200
2,7667,Delhi,"Shree Aggarsain Hosp, Rohini",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,500
2,7669,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,SC,"₹ 1,57,100","₹ 93,559",1,1866
2,7670,Kerala,"Karuna Medical College, Palakkad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,-
2,7673,Rajasthan,"RNT, Udaipur",OPHTHALMOLOGY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2206
2,7674,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GENERAL SURGERY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1177
2,7676,Madhya Pradesh,"Govt Med Coll, Ratlam",OBG,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,300
2,7678,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 92,000",0,737
2,7679,Kerala,"Ahalia DiabetesHosp,Kozhippara",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,-
2,7680,Tamil Nadu,"Apollo Spec Hospital, Madurai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,300
2,7681,Maharashtra,"Govt Med Coll, Latur",PAEDIATRICS,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,750
2,7683,Tamil Nadu,Govt Vellore Med Coll,GENERAL SURGERY,AIQ,GEN,"₹ 50,000","₹ 54,025",2,2858
2,7685,Tamil Nadu,"Govt. Mohan Kumaramangalam, Salem",GENERAL SURGERY,AIQ,OBC,"₹ 50,000","₹ 54,025",2,1642
2,7686,Karnataka,"Manipal Hosp, Whitefield",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 56,250",0,162
2,7690,Delhi,"VMMC, Delhi",PATHOLOGY,AIQ,GEN,"₹ 15,000","₹ 1,20,965",1,1550
2,7692,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL SURGERY,AIQ,OBC,"₹ 30,000","₹ 60,823",0,1170
2,7693,Tamil Nadu,"Stanley Med Coll, Chennai",ORTHOPAEDICS,AIQ,GEN,"₹ 50,000","₹ 54,025",2,1661
2,7696,West Bengal,Burdwan Medical College,OBG,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1099
2,7697,Uttar Pradesh,"Max Super Speciality Hosp, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 60,000",0,299
2,7699,Bihar,"Darbhanga, Lehriasarai",PAEDIATRICS,AIQ,GEN,"₹ 9,000","₹ 82,000",2,1030
2,7702,Maharashtra,"Bhaktivedanta Hosp, Thane",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 82,769",0,200
2,7703,Gujarat,"GMERS MedCollHosp, Porbander",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000","₹ 1,00,800",0,420
2,7704,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",PAEDIATRICS,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,-
2,7705,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,SC,"₹ 1,23,400","₹ 56,250",1,1050
2,7706,Maharashtra,"Ashoka Medicover Hosp, Nashik",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 86,000",0,225
2,7707,Tamil Nadu,"KAPV Med Coll, Trichy",TBRD,AIQ,OBC,"₹ 50,000","₹ 54,025",2,2500
2,7711,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,1650
2,7715,Jammu and Kashmir,"Govt Med Coll, Srinagar",DERMATOLOGY,AIQ,EWS,"₹ 32,500","₹ 63,240",0,3120
2,7717,Odisha,"MKCG, Berhampur",PSYCHIATRY,AIQ,GEN,"₹ 35,000","₹ 73,042",2,1140
2,7718,Karnataka,"Bangalore Med Coll, Bangalore",ENT,AIQ,GEN,"₹ 1,23,400","₹ 56,250",1,1993
2,7720,Karnataka,"Hassan IMS, Hassan",GENERAL SURGERY,AIQ,OBC,"₹ 1,23,400","₹ 56,250",1,-
2,7723,Maharashtra,"AFMC, Pune",GENERAL SURGERY,AFMS,GEN,"₹ 1,57,100","₹ 93,559",5,1082
2,7726,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL SURGERY,AMU,GEN,"₹ 54,700","₹ 1,14,975",0,1269
2,7727,Karnataka,"Raichur IMS, Raichur",RADIO DIAGNOSIS,AIQ,SC,"₹ 1,23,400","₹ 56,250",1,500
2,7728,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,310
2,7731,Assam,"Silchar Med Coll, Silchar",RADIO DIAGNOSIS,AIQ,SC,"₹ 25,900","₹ 55,200",2,1256
2,7732,Gujarat,"Govt Med Coll, Surat",PAEDIATRICS,AIQ,OBC,"₹ 30,000","₹ 1,00,800",1,1150
2,7734,Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,SC,"₹ 35,000","₹ 73,042",2,2106
2,7736,Uttar Pradesh,"MLN Med Coll, Allahabad",ORTHOPAEDICS,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,-
2,7737,Rajasthan,"RNT, Udaipur",OBG,AIQ,OBC,"₹ 14,093","₹ 87,216",2,2206
2,7738,Uttar Pradesh,"MLB Med Coll, Jhansi",OBG,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,700
2,7739,Maharashtra,"Shri VR Naik Govt, Yavatmal",PAEDIATRICS,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,756
2,7740,Maharashtra,"Govt Med Coll, Gondia",OBG,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,500
2,7742,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL SURGERY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,940
2,7743,Meghalaya,"NEIGRIHMS, Shillong",OBG,AIQ,GEN,"₹ 16,300","₹ 1,25,000",0,594
2,7744,Andhra Pradesh,"Govt Siddhartha, Vijaywada",OBG,AIQ,GEN,"₹ 30,000","₹ 60,823",0,707
2,7746,Telangana,"Kakatiya Med Coll, Warangal",OBG,AIQ,OBC,"₹ 15,000","₹ 67,032",1,1150
2,7747,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PAEDIATRICS,AIQ,EWS,"₹ 24,000","₹ 1,10,646",2,1050
2,7748,West Bengal,Bankura Sammilani Med Coll,ORTHOPAEDICS,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1441
2,7749,Delhi,"Shree Aggarsain Hosp, Rohini",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,500
2,7751,Gujarat,"Bhailal Amin Gen Hosp, Vadodara",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 75,600",0,201
2,7753,Maharashtra,"Grant Med Coll, Mumbai",PSYCHIATRY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,2844
2,7754,Maharashtra,"PBMA'S HVDesai Eye Hosp, Pune",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 53,413",0,95
2,7755,Madhya Pradesh,"Vishesh Jupiter Hosp, Indore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 75,444",0,200
2,7756,Maharashtra,"Apple Saraswati, Kolhapur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 76,000",0,200
2,7758,Uttar Pradesh,"KGMU, Lucknow",GENERAL SURGERY,AIQ,OBC,"₹ 54,700","₹ 1,26,725",2,4500
2,7759,Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DNBGENERAL MEDICINE,DNB Post MBBS,EWS,"₹ 1,25,000","₹ 70,000",0,209
2,7760,Rajasthan,"RNT, Udaipur",GENERAL SURGERY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2206
2,7762,Chhattisgarh,"Apollo Hospital, Bilaspur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 67,500",0,300
2,7764,Rajasthan,"RNT, Udaipur",OBG,AIQ,OBC,"₹ 14,093","₹ 87,216",2,2206
2,7765,Assam,"Assam Med Coll, Dibrugarh",OBG,AIQ,GEN,"₹ 27,300","₹ 55,200",2,1365
2,7766,Rajasthan,"Govt Med Coll, Kota",OBG,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2581
2,7769,Kerala,"IQRAA, Kozhikode",DNBTBRD,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,510
2,7770,Punjab,"Fortis Hospital, Ludhiana",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 68,000",0,200
2,7771,Odisha,"SCB, Cuttack",DERMATOLOGY,AIQ,ST,"₹ 35,000","₹ 73,042",2,2106
2,7772,Uttar Pradesh,"IMS(BHU), Varanasi",RADIATION ONCOLOGY,AIQ,GEN,"₹ 48,226","₹ 1,12,054",0,2424
2,7775,Tamil Nadu,"SKS Hospital, Salem",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 52,453",0,225
2,7776,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,AIQ,OBC,"₹ 1,25,000","₹ 1,04,346",0,2080
2,7777,Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 56,250",0,214
2,7780,Maharashtra,"Govt&MPGIMER, Nashik",OBG,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,560
2,7782,Telangana,"Yashoda Health Care Serv, Serilingampally",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 67,032",0,600
2,7783,Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,1557
2,7784,Delhi,"Park Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,270
2,7785,Delhi,"MAMC, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"₹ 16,200","₹ 1,32,336",1,2800
2,7787,Odisha,"VIMSAR, Burla",TBRD,AIQ,GEN,"₹ 35,000","₹ 73,042",2,1071
2,7788,Rajasthan,"JLNMC, Ajmer",OBG,AIQ,OBC,"₹ 14,093","₹ 87,216",2,1428
2,7790,Gujarat,"Govt Med Coll, Surat",TBRD,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,1150
2,7791,Haryana,"QRG Medicare, Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,325
2,7792,Kerala,"KIMS, Trivandrum",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,650
2,7794,Maharashtra,"SRTT, Ambajogai",OBG,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,518
2,7795,Kerala,"Govt Med Coll, Kottayam",OPHTHALMOLOGY,AIQ,GEN,"₹ 69,470","₹ 57,876",1,2094
2,7796,Maharashtra,"Govt Med Coll, Latur",DERMATOLOGY,AIQ,SC,"₹ 1,57,100","₹ 93,559",1,750
2,7797,Bihar,"Darbhanga, Lehriasarai",OBG,AIQ,GEN,"₹ 9,000","₹ 82,000",2,1030
2,7798,Madhya Pradesh,"Apollo Rajshree Hosp, Indore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",Info not available,0,245
2,7799,Karnataka,"Chinmaya Mission, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 56,250",0,200
2,7801,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 70,000",0,310
2,7802,Maharashtra,"Govt Med Coll, Latur",GENERAL SURGERY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,750
2,7803,Uttar Pradesh,"UP Univ of Med Sci, Etawah",OBG,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,1268
2,7804,Maharashtra,"Govt Med Coll, Gondia",PAEDIATRICS,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,500
2,7807,Jharkhand,"Rajendra IMS, Ranchi",PAEDIATRICS,AIQ,OBC,"₹ 1,550","₹ 1,00,770",3,1754
2,7808,Delhi,"Moolchand Khairatiram, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 56,100",0,140
2,7809,Maharashtra,"Bhaktivedanta Hosp, Thane",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 82,769",0,200
2,7810,Himachal Pradesh,"IGMC, Shimla",TBRD,AIQ,GEN,"₹ 24,000","₹ 40,000",2,1031
2,7811,Tamil Nadu,"SankaraNethralaya, Pycrofts,CHN",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,86
2,7812,Delhi,"MAMC, Delhi",OBG,AIQ,SC,"₹ 16,200","₹ 1,32,336",1,2800
2,7813,Rajasthan,"SMS, Jaipur",GERIATRICS,AIQ,GEN,"₹ 14,093","₹ 87,216",2,5702
2,7814,Karnataka,"Mysore Med Coll, Mysore",ORTHOPAEDICS,AIQ,OBC,"₹ 1,23,400","₹ 56,250",1,1050
2,7815,Rajasthan,"Govt Med Coll, Kota",OBG,AIQ,OBC,"₹ 14,093","₹ 87,216",2,2581
2,7816,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL SURGERY,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,-
2,7817,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,AIQ,SC,"₹ 51,000","₹ 1,36,008",1,1626
2,7819,Maharashtra,"Shri VR Naik Govt, Yavatmal",OBG,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,756
2,7820,Maharashtra,"Govt Med Coll, Nagpur",GENERAL SURGERY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1866
2,7821,Karnataka,"Bangalore Med Coll, Bangalore",ANAESTHESIOLOGY,AIQ,GEN,"₹ 1,23,400","₹ 56,250",1,1993
2,7822,Maharashtra,"KamalnayanBajajHosp,Aurangabad",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 92,470",0,300
2,7825,Karnataka,"Bangalore Baptist, Bangalore",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 56,250",0,450
2,7827,Delhi,"VMMC, Delhi",ANAESTHESIOLOGY,AIQ,EWS,"₹ 15,000","₹ 1,20,965",1,1550
2,7828,Rajasthan,"ESIC MedColl&Hosp,Alwar",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 1,30,653",2,420
2,7830,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,AIQ,OBC,"₹ 50,000","₹ 54,025",2,700
2,7832,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL SURGERY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,940
2,7834,Karnataka,"Chinmaya Mission, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 56,250",0,200
2,7835,Karnataka,"Shimoga IMS, Shimoga",OBG,AIQ,EWS,"₹ 1,23,400","₹ 56,250",1,950
2,7836,Telangana,"Mahavir Hosp & RC, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 67,032",0,220
2,7837,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,SC,"₹ 1,25,000","₹ 1,04,346",0,2080
2,7838,Maharashtra,"Govt Med Coll, Chandrapur",OBG,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,650
2,7839,Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBOBG,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 1,09,926",0,500
2,7840,Delhi,"ESI, Basaidarpur, Delhi",ORTHOPAEDICS,IP,GEN,"₹ 2,50,000","₹ 1,30,846",2,600
2,7842,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL SURGERY,BHU,GEN,"₹ 48,226","₹ 1,12,054",0,2424
2,7843,Telangana,"NIMS, Hyderabad",ANAESTHESIOLOGY,AIQ,GEN,"₹ 72,000","₹ 1,16,844",1,1498
2,7845,Odisha,"MKCG, Berhampur",OPHTHALMOLOGY,AIQ,GEN,"₹ 35,000","₹ 73,042",2,1140
2,7846,Delhi,"UCMS, Delhi",PAEDIATRICS,DU,EWS,"₹ 47,220","₹ 1,32,336",1,1000
2,7847,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",OPHTHALMOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1177
2,7849,Gujarat,"GMERS MedColl Hosp,Vadadora",DMRD(NBEMS),NBE Diploma,OBC,"₹ 1,25,000","₹ 75,600",0,750
2,7850,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,AIQ,EWS,"₹ 24,000","₹ 1,10,646",2,1090
2,7851,Andhra Pradesh,"Govt Med Coll, Machilipatnam",PAEDIATRICS,AIQ,GEN,"₹ 30,000","₹ 60,823",0,553
2,7852,Himachal Pradesh,"Govt Med Coll, Hamirpur",OBG,AIQ,GEN,"₹ 24,000","₹ 40,000",2,630
2,7853,Uttar Pradesh,"MLB Med Coll, Jhansi",OBG,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,700
2,7855,Rajasthan,"RUHS, Jaipur",OBG,AIQ,GEN,"₹ 89,489","₹ 87,216",2,300
2,7856,Punjab,"Punjab Inst of MS, Jalandhar",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 67,968",0,750
2,7861,Maharashtra,"Sri Bhausaheb, Dhule",PAEDIATRICS,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,545
2,7862,Bihar,"Govt Med Coll, Bettiah",PAEDIATRICS,AIQ,GEN,"₹ 9,000","₹ 82,000",2,470
2,7863,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,800
2,7864,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,AIQ,OBC,"₹ 20,000","₹ 67,500",2,1246
2,7865,Delhi,"National Inst of TBRD,Delhi",DNBTBRD,DNB Post MBBS,EWS,"₹ 1,25,000","₹ 1,26,927",0,470
2,7866,Delhi,"ESI, Basaidarpur, Delhi",PAEDIATRICS,IP,EWS,"₹ 2,50,000","₹ 1,30,846",2,600
2,7868,Goa,"Goa Med Coll, Panaji",GENERAL SURGERY,AIQ,OBC,"₹ 1,22,522","₹ 80,000",1,1160
2,7869,Bihar,"Nalanda Med Coll, Patna",ORTHOPAEDICS,AIQ,OBC,"₹ 9,000","₹ 82,000",2,750
2,7870,Himachal Pradesh,"IGMC, Shimla",TBRD,AIQ,GEN,"₹ 24,000","₹ 40,000",2,1031
2,7871,Assam,"Tezpur Med Coll, Tezpur",GENERAL MEDICINE,AIQ,OBC,"₹ 27,300","₹ 55,200",2,500
2,7872,Goa,"Goa Med Coll, Panaji",OBG,AIQ,OBC,"₹ 1,22,522","₹ 80,000",1,1160
2,7873,Andhra Pradesh,"MGM Seven Hills Hospital, Vizag",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 60,823",0,275
2,7874,Kerala,"Govt Med Coll, Kozhikode",PATHOLOGY,AIQ,GEN,"₹ 69,470","₹ 57,876",1,3025
2,7876,Maharashtra,"Grant Med Coll, Mumbai",PSYCHIATRY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,2844
2,7877,Kerala,"IQRAA, Kozhikode",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,510
2,7879,Andhra Pradesh,"ACSR Medical College, Nellore",PAEDIATRICS,AIQ,OBC,"₹ 30,000","₹ 60,823",0,355
2,7880,Gujarat,"Medical College, Baroda",MICROBIOLOGY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,1250
2,7883,Kerala,"Medical College, Trivandrum",PSYCHIATRY,AIQ,GEN,"₹ 69,470","₹ 57,876",1,2126
2,7884,Punjab,"Govt Med Coll, Patiala",TBRD,AIQ,GEN,"₹ 1,25,000","₹ 76,000",2,1130
2,7885,Gujarat,"Govt Med Coll, Surat",PAEDIATRICS,AIQ,OBC,"₹ 30,000","₹ 1,00,800",1,1150
2,7888,Tamil Nadu,"Mehta MultiSpec Hosp, Chennai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,250
2,7889,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,AIQ,EWS,"₹ 1,23,400","₹ 56,250",1,1993
2,7891,Haryana,"Maharaja Agrasen MCHosp,Agroha",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 90,209",0,705
2,7892,Tamil Nadu,"Govt. Mohan Kumaramangalam, Salem",GENERAL SURGERY,AIQ,OBC,"₹ 50,000","₹ 54,025",2,1642
2,7893,Andhra Pradesh,"SV Med Coll, Tirupati",OBG,AIQ,EWS,"₹ 30,000","₹ 60,823",0,940
2,7895,Jharkhand,"MGM Med Coll, Jamshedpur",GENERAL MEDICINE,AIQ,EWS,"₹ 1,550","₹ 54,500",3,540
2,7896,Punjab,"Govt Med Coll, Amritsar",ENT,AIQ,GEN,"₹ 1,25,000","₹ 76,000",2,951
2,7897,Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,AIQ,GEN,"₹ 50,000","₹ 54,025",2,7285
2,7899,Tamil Nadu,Thanjavur Med Coll,OBG,AIQ,GEN,"₹ 50,000","₹ 54,025",2,1466
2,7900,Andhra Pradesh,"Guntur Med Coll, Guntur",OBG,AIQ,EWS,"₹ 30,000","₹ 60,823",0,1170
2,7903,Kerala,"Govt Med Coll, Kozhikode",ANAESTHESIOLOGY,AIQ,GEN,"₹ 69,470","₹ 57,876",1,3025
2,7904,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL SURGERY,AIQ,EWS,"₹ 24,000","₹ 1,10,646",2,2083
2,7905,Tamil Nadu,Tirunelveli Med Coll,GENERAL SURGERY,AIQ,OBC,"₹ 50,000","₹ 54,025",2,1737
2,7909,Punjab,"Govt Med Coll, Amritsar",PAEDIATRICS,AIQ,OBC,"₹ 1,25,000","₹ 76,000",2,951
2,7912,Karnataka,"SparshHosp,RajarajeshwariNgr,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 52,000",0,400
2,7913,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ORTHOPAEDICS,IP,GEN,"₹ 51,000","₹ 1,36,008",1,1626
2,7914,Gujarat,"MP Shah, Jamnagar",PAEDIATRICS,AIQ,OBC,"₹ 30,000","₹ 1,00,800",1,1250
2,7915,Karnataka,"Mysore Med Coll, Mysore",ORTHOPAEDICS,AIQ,EWS,"₹ 1,23,400","₹ 56,250",1,1050
2,7916,Kerala,"Govt Med Coll, Kottayam",ENT,AIQ,OBC,"₹ 69,470","₹ 57,876",1,2094
2,7917,Kerala,"SreeUthradomTirunal,Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 57,876",0,198
2,7918,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",GENERAL MEDICINE,AIQ,OBC,"₹ 24,000","₹ 40,000",2,500
2,7920,Jammu and Kashmir,"Government Medical Coll,Kathua",GENERAL MEDICINE,AIQ,OBC,"₹ 32,500","₹ 63,240",0,557
2,7922,Delhi,"Dr Baba Saheb Ambedkar, Delhi",DMRD(NBEMS),NBE Diploma,OBC,"₹ 1,25,000","₹ 1,26,927",1,500
2,7923,Maharashtra,"Indira Gandhi MedColl, Nagpur",OBG,AIQ,EWS,"₹ 1,57,100","₹ 93,559",1,822
2,7924,Rajasthan,"Govt Med Coll, Kota",OBG,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2581
2,7925,Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,1557
2,7927,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,1150
2,7928,West Bengal,"Ruby General Hospital, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 61,634",0,316
2,7929,Delhi,"UCMS, Delhi",GENERAL MEDICINE,DU,SC,"₹ 47,220","₹ 1,32,336",1,1000
2,7932,West Bengal,Burdwan Medical College,OBG,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1099
2,7933,Uttar Pradesh,"JNMC (AMU), Aligarh",ORTHOPAEDICS,AMU,GEN,"₹ 54,700","₹ 1,14,975",0,1269
2,7934,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,AIQ,SC,"₹ 30,000","₹ 60,823",0,1030
2,7935,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,800
2,7936,Bihar,"Patna Med Coll, Patna",OBG,AIQ,EWS,"₹ 9,000","₹ 82,000",2,1748
2,7937,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL SURGERY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,940
2,7938,Gujarat,"BJMC, Ahmedabad",DERMATOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",1,1557
2,7939,Rajasthan,"Govt Med Coll, Kota",OBG,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2581
2,7940,Tamil Nadu,"KG Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 48,000",0,350
2,7945,West Bengal,"Desun Hosp&Heart Inst,Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 65,000",0,410
2,7946,Haryana,"Accord SS Hosp,Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 72,000",0,374
